origin,destination,origin_iso3,destination_iso3,n_researchers,phd_year_min,phd_year_max,phd_year_mean,origin_year_min,origin_year_max,origin_year_mean,route
DE,CM,DEU,CMR,2,2013,2013,2013,1991,2010,2000,DE → CM
US,AF,USA,AFG,2,,,,1988,1999,1994,US → AF
DE,HR,DEU,HRV,2,2002,2010,2006,2003,2004,2004,DE → HR
UG,SO,UGA,SOM,2,,,,2006,2012,2009,UG → SO
MD,RU,MDA,RUS,2,,,,1967,1984,1976,MD → RU
MD,PT,MDA,PRT,2,2002,2002,2002,1987,1988,1988,MD → PT
BA,IT,BIH,ITA,2,1999,2016,2008,1982,2003,1992,BA → IT
BA,HR,BIH,HRV,2,1993,1993,1993,1964,1989,1976,BA → HR
MX,AE,MEX,ARE,2,2016,2016,2016,2005,2008,2006,MX → AE
MW,US,MWI,USA,2,2016,2016,2016,2005,2008,2006,MW → US
MW,BW,MWI,BWA,2,1992,2016,2004,1977,1989,1983,MW → BW
BA,CH,BIH,CHE,2,2014,2014,2014,2004,2008,2006,BA → CH
DE,LK,DEU,LKA,2,2005,2005,2005,1999,2002,2000,DE → LK
DE,KZ,DEU,KAZ,2,2000,2000,2000,1992,2008,2000,DE → KZ
GB,EE,GBR,EST,2,2011,2011,2011,1968,2006,1987,GB → EE
AE,IR,ARE,IRN,2,2016,2016,2016,2005,2006,2006,AE → IR
GB,CM,GBR,CMR,2,1989,1993,1991,1986,1986,1986,GB → CM
MO,US,MAC,USA,2,2015,2015,2015,2005,2007,2006,MO → US
IE,JP,IRL,JPN,2,2010,2016,2013,1995,2006,2000,IE → JP
MN,JP,MNG,JPN,2,2016,2016,2016,2003,2007,2005,MN → JP
MM,SG,MMR,SGP,2,,,,1994,1995,1994,MM → SG
GB,HR,GBR,HRV,2,2013,2013,2013,2000,2002,2001,GB → HR
MK,SI,MKD,SVN,2,2012,2016,2014,1999,2000,2000,MK → SI
ZM,US,ZMB,USA,2,2016,2016,2016,1974,2001,1988,ZM → US
AE,SE,ARE,SWE,2,2016,2016,2016,1999,2006,2002,AE → SE
UG,BE,UGA,BEL,2,2016,2016,2016,2003,2005,2004,UG → BE
AL,NL,ALB,NLD,2,2016,2016,2016,2006,2007,2006,AL → NL
UG,AU,UGA,AUS,2,2016,2016,2016,1974,2000,1987,UG → AU
AF,US,AFG,USA,2,,,,1980,1996,1988,AF → US
UA,VN,UKR,VNM,2,2003,2009,2006,1978,1990,1984,UA → VN
GR,KR,GRC,KOR,2,2011,2016,2014,1999,2004,2002,GR → KR
AE,TW,ARE,TWN,1,2016,2016,2016,2002,2002,2002,AE → TW
AE,BE,ARE,BEL,1,2016,2016,2016,2004,2004,2004,AE → BE
AE,BH,ARE,BHR,1,2014,2014,2014,1997,1997,1997,AE → BH
AE,IN,ARE,IND,1,,,,2004,2004,2004,AE → IN
AE,LB,ARE,LBN,1,,,,2012,2012,2012,AE → LB
AF,FR,AFG,FRA,1,2016,2016,2016,1988,1988,1988,AF → FR
AF,MY,AFG,MYS,1,2016,2016,2016,2002,2002,2002,AF → MY
AF,NL,AFG,NLD,1,,,,1991,1991,1991,AF → NL
AL,AT,ALB,AUT,1,2016,2016,2016,2011,2011,2011,AL → AT
GR,GD,GRC,GRD,1,2011,2011,2011,1999,1999,1999,GR → GD
AE,NO,ARE,NOR,1,2016,2016,2016,2008,2008,2008,AE → NO
AM,BR,ARM,BRA,1,2007,2007,2007,1991,1991,1991,AM → BR
AM,BE,ARM,BEL,1,,,,2003,2003,2003,AM → BE
AM,AU,ARM,AUS,1,1993,1993,1993,1983,1983,1983,AM → AU
AM,AT,ARM,AUT,1,,,,1969,1969,1969,AM → AT
ZA,MW,ZAF,MWI,1,,,,2008,2008,2008,ZA → MW
ZA,LS,ZAF,LSO,1,,,,2007,2007,2007,ZA → LS
ZA,IR,ZAF,IRN,1,2012,2012,2012,2009,2009,2009,ZA → IR
ZA,IE,ZAF,IRL,1,1995,1995,1995,1976,1976,1976,ZA → IE
ZA,HK,ZAF,HKG,1,,,,1979,1979,1979,ZA → HK
ZA,GR,ZAF,GRC,1,1986,1986,1986,1983,1983,1983,ZA → GR
ZA,FJ,ZAF,FJI,1,2007,2007,2007,1996,1996,1996,ZA → FJ
ZA,ES,ZAF,ESP,1,2005,2005,2005,2006,2006,2006,ZA → ES
GN,TD,GIN,TCD,1,2016,2016,2016,2002,2002,2002,GN → TD
GN,FR,GIN,FRA,1,2013,2013,2013,2000,2000,2000,GN → FR
MN,CN,MNG,CHN,1,,,,2007,2007,2007,MN → CN
MN,AU,MNG,AUS,1,2016,2016,2016,2006,2006,2006,MN → AU
MM,TW,MMR,TWN,1,,,,1982,1982,1982,MM → TW
MM,PH,MMR,PHL,1,,,,2008,2008,2008,MM → PH
MM,KR,MMR,KOR,1,2016,2016,2016,2002,2002,2002,MM → KR
MM,DE,MMR,DEU,1,,,,2001,2001,2001,MM → DE
MM,CH,MMR,CHE,1,2016,2016,2016,2003,2003,2003,MM → CH
MM,CA,MMR,CAN,1,2013,2013,2013,2002,2002,2002,MM → CA
ML,US,MLI,USA,1,,,,1999,1999,1999,ML → US
MK,US,MKD,USA,1,,,,1987,1987,1987,MK → US
MK,TR,MKD,TUR,1,1977,1977,1977,1961,1961,1961,MK → TR
MK,IT,MKD,ITA,1,1994,1994,1994,1990,1990,1990,MK → IT
MK,ID,MKD,IDN,1,2010,2010,2010,1977,1977,1977,MK → ID
MK,GB,MKD,GBR,1,2014,2014,2014,1998,1998,1998,MK → GB
MK,ES,MKD,ESP,1,2012,2012,2012,1999,1999,1999,MK → ES
MK,DK,MKD,DNK,1,2014,2014,2014,2000,2000,2000,MK → DK
MU,CN,MUS,CHN,1,2001,2001,2001,1989,1989,1989,MU → CN
MU,AU,MUS,AUS,1,,,,2005,2005,2005,MU → AU
MT,MK,MLT,MKD,1,2015,2015,2015,2006,2006,2006,MT → MK
MT,CO,MLT,COL,1,,,,2002,2002,2002,MT → CO
MT,AU,MLT,AUS,1,2012,2012,2012,2003,2003,2003,MT → AU
MR,MA,MRT,MAR,1,2016,2016,2016,2007,2007,2007,MR → MA
MQ,GB,MTQ,GBR,1,1996,1996,1996,1981,1981,1981,MQ → GB
MQ,CA,MTQ,CAN,1,1999,1999,1999,2000,2000,2000,MQ → CA
MO,PT,MAC,PRT,1,,,,1988,1988,1988,MO → PT
MO,NZ,MAC,NZL,1,,,,2005,2005,2005,MO → NZ
MO,NL,MAC,NLD,1,,,,2011,2011,2011,MO → NL
MO,HK,MAC,HKG,1,2016,2016,2016,2008,2008,2008,MO → HK
MO,CN,MAC,CHN,1,,,,1986,1986,1986,MO → CN
MN,US,MNG,USA,1,,,,1994,1994,1994,MN → US
MN,TW,MNG,TWN,1,2013,2013,2013,2007,2007,2007,MN → TW
MN,RU,MNG,RUS,1,,,,2004,2004,2004,MN → RU
MD,IT,MDA,ITA,1,2016,2016,2016,1993,1993,1993,MD → IT
MD,IL,MDA,ISR,1,1989,1989,1989,1985,1985,1985,MD → IL
MW,ZW,MWI,ZWE,1,,,,2005,2005,2005,MW → ZW
MW,TZ,MWI,TZA,1,2016,2016,2016,1997,1997,1997,MW → TZ
MW,LS,MWI,LSO,1,,,,2009,2009,2009,MW → LS
MW,FI,MWI,FIN,1,2016,2016,2016,1999,1999,1999,MW → FI
MV,TH,MDV,THA,1,,,,2009,2009,2009,MV → TH
MV,NZ,MDV,NZL,1,2012,2012,2012,1988,1988,1988,MV → NZ
MV,MY,MDV,MYS,1,2016,2016,2016,1988,1988,1988,MV → MY
MU,ZA,MUS,ZAF,1,2007,2007,2007,2001,2001,2001,MU → ZA
MU,US,MUS,USA,1,2016,2016,2016,2000,2000,2000,MU → US
MU,IN,MUS,IND,1,,,,2006,2006,2006,MU → IN
MU,FI,MUS,FIN,1,,,,2004,2004,2004,MU → FI
DE,MT,DEU,MLT,1,2006,2006,2006,1995,1995,1995,DE → MT
DE,LV,DEU,LVA,1,,,,1989,1989,1989,DE → LV
DE,LB,DEU,LBN,1,2008,2008,2008,1997,1997,1997,DE → LB
DE,CD,DEU,COD,1,,,,1985,1985,1985,DE → CD
CZ,ZA,CZE,ZAF,1,2006,2006,2006,2001,2001,2001,CZ → ZA
CZ,VN,CZE,VNM,1,1983,1983,1983,1980,1980,1980,CZ → VN
DE,DO,DEU,DOM,1,,,,1983,1983,1983,DE → DO
DE,HN,DEU,HND,1,,,,1991,1991,1991,DE → HN
MK,CH,MKD,CHE,1,2016,2016,2016,2007,2007,2007,MK → CH
MK,BE,MKD,BEL,1,2016,2016,2016,2003,2003,2003,MK → BE
MG,US,MDG,USA,1,2015,2015,2015,2003,2003,2003,MG → US
MG,MU,MDG,MUS,1,,,,2006,2006,2006,MG → MU
MG,FR,MDG,FRA,1,2016,2016,2016,1998,1998,1998,MG → FR
MG,CN,MDG,CHN,1,2016,2016,2016,2004,2004,2004,MG → CN
MG,BF,MDG,BFA,1,2008,2008,2008,1996,1996,1996,MG → BF
MF,US,MAF,USA,1,,,,2006,2006,2006,MF → US
MD,VN,MDA,VNM,1,1992,1992,1992,1982,1982,1982,MD → VN
MD,US,MDA,USA,1,2011,2011,2011,1977,1977,1977,MD → US
MD,RO,MDA,ROU,1,,,,1990,1990,1990,MD → RO
MX,IE,MEX,IRL,1,2013,2013,2013,2001,2001,2001,MX → IE
MX,HU,MEX,HUN,1,2012,2012,2012,2008,2008,2008,MX → HU
DE,RO,DEU,ROU,1,2016,2016,2016,1981,1981,1981,DE → RO
DE,PY,DEU,PRY,1,,,,2010,2010,2010,DE → PY
DE,PS,DEU,PSE,1,,,,1984,1984,1984,DE → PS
DE,PR,DEU,PRI,1,1993,1993,1993,1987,1987,1987,DE → PR
DE,OM,DEU,OMN,1,,,,1984,1984,1984,DE → OM
DE,NP,DEU,NPL,1,,,,2011,2011,2011,DE → NP
MD,GB,MDA,GBR,1,2016,2016,2016,2004,2004,2004,MD → GB
MD,ES,MDA,ESP,1,,,,2007,2007,2007,MD → ES
MD,DK,MDA,DNK,1,2014,2014,2014,2003,2003,2003,MD → DK
MD,CZ,MDA,CZE,1,,,,2005,2005,2005,MD → CZ
MD,CO,MDA,COL,1,1996,1996,1996,1992,1992,1992,MD → CO
MD,BE,MDA,BEL,1,1984,1984,1984,1973,1973,1973,MD → BE
MC,FR,MCO,FRA,1,2016,2016,2016,1997,1997,1997,MC → FR
MX,CZ,MEX,CZE,1,2016,2016,2016,2002,2002,2002,MX → CZ
CZ,IN,CZE,IND,1,1992,1992,1992,1987,1987,1987,CZ → IN
CZ,IL,CZE,ISR,1,2016,2016,2016,2008,2008,2008,CZ → IL
CZ,HK,CZE,HKG,1,2016,2016,2016,2006,2006,2006,CZ → HK
MX,ZA,MEX,ZAF,1,2016,2016,2016,2000,2000,2000,MX → ZA
MX,VE,MEX,VEN,1,2014,2014,2014,1975,1975,1975,MX → VE
MX,TW,MEX,TWN,1,2016,2016,2016,2005,2005,2005,MX → TW
MX,SV,MEX,SLV,1,,,,2007,2007,2007,MX → SV
MX,SA,MEX,SAU,1,,,,2003,2003,2003,MX → SA
MX,RU,MEX,RUS,1,2011,2011,2011,2007,2007,2007,MX → RU
MX,PY,MEX,PRY,1,2016,2016,2016,2004,2004,2004,MX → PY
MX,PA,MEX,PAN,1,,,,1984,1984,1984,MX → PA
MX,NO,MEX,NOR,1,2015,2015,2015,2003,2003,2003,MX → NO
MX,LU,MEX,LUX,1,2012,2012,2012,2006,2006,2006,MX → LU
MX,LB,MEX,LBN,1,1989,1989,1989,1977,1977,1977,MX → LB
MX,KW,MEX,KWT,1,2012,2012,2012,2004,2004,2004,MX → KW
MX,KE,MEX,KEN,1,,,,2011,2011,2011,MX → KE
CZ,PL,CZE,POL,1,2014,2014,2014,2003,2003,2003,CZ → PL
MA,TN,MAR,TUN,1,2003,2003,2003,1986,1986,1986,MA → TN
MA,RU,MAR,RUS,1,,,,2003,2003,2003,MA → RU
MA,PT,MAR,PRT,1,,,,1990,1990,1990,MA → PT
MA,NO,MAR,NOR,1,2005,2005,2005,1995,1995,1995,MA → NO
MA,NG,MAR,NGA,1,2012,2012,2012,2001,2001,2001,MA → NG
MA,MX,MAR,MEX,1,1993,1993,1993,1987,1987,1987,MA → MX
MA,IE,MAR,IRL,1,2015,2015,2015,2010,2010,2010,MA → IE
MA,GH,MAR,GHA,1,,,,2009,2009,2009,MA → GH
MA,CA,MAR,CAN,1,2016,2016,2016,2000,2000,2000,MA → CA
MA,AU,MAR,AUS,1,2011,2011,2011,1995,1995,1995,MA → AU
MA,AE,MAR,ARE,1,2001,2001,2001,1997,1997,1997,MA → AE
CZ,NG,CZE,NGA,1,2016,2016,2016,1978,1978,1978,CZ → NG
CZ,MX,CZE,MEX,1,2001,2001,2001,1997,1997,1997,CZ → MX
CZ,KW,CZE,KWT,1,1984,1984,1984,1980,1980,1980,CZ → KW
CZ,JP,CZE,JPN,1,2013,2013,2013,2009,2009,2009,CZ → JP
MY,NL,MYS,NLD,1,,,,2005,2005,2005,MY → NL
MY,LY,MYS,LBY,1,2011,2011,2011,2001,2001,2001,MY → LY
MY,LK,MYS,LKA,1,2014,2014,2014,2010,2010,2010,MY → LK
MY,KW,MYS,KWT,1,1995,1995,1995,1979,1979,1979,MY → KW
MY,IT,MYS,ITA,1,2016,2016,2016,2005,2005,2005,MY → IT
MY,IN,MYS,IND,1,,,,2002,2002,2002,MY → IN
CZ,ET,CZE,ETH,1,1998,1998,1998,1994,1994,1994,CZ → ET
CZ,CI,CZE,CIV,1,2007,2007,2007,1993,1993,1993,CZ → CI
CZ,AL,CZE,ALB,1,,,,2007,2007,2007,CZ → AL
MY,HK,MYS,HKG,1,2016,2016,2016,2004,2004,2004,MY → HK
MY,FR,MYS,FRA,1,2015,2015,2015,2004,2004,2004,MY → FR
MY,DZ,MYS,DZA,1,2009,2009,2009,2006,2006,2006,MY → DZ
MY,CH,MYS,CHE,1,,,,2004,2004,2004,MY → CH
MY,BR,MYS,BRA,1,2014,2014,2014,2010,2010,2010,MY → BR
MY,BH,MYS,BHR,1,2012,2012,2012,2008,2008,2008,MY → BH
MY,BE,MYS,BEL,1,2016,2016,2016,2004,2004,2004,MY → BE
NG,BF,NGA,BFA,1,2006,2006,2006,2002,2002,2002,NG → BF
NG,BD,NGA,BGD,1,2013,2013,2013,1993,1993,1993,NG → BD
NG,AE,NGA,ARE,1,2013,2013,2013,1999,1999,1999,NG → AE
NE,TD,NER,TCD,1,,,,1999,1999,1999,NE → TD
NE,FR,NER,FRA,1,1993,1993,1993,1978,1978,1978,NE → FR
NE,BF,NER,BFA,1,2016,2016,2016,1991,1991,1991,NE → BF
NE,BE,NER,BEL,1,2016,2016,2016,1993,1993,1993,NE → BE
NC,CH,NCL,CHE,1,,,,2006,2006,2006,NC → CH
MZ,ZA,MOZ,ZAF,1,2015,2015,2015,2004,2004,2004,MZ → ZA
MZ,MW,MOZ,MWI,1,,,,2012,2012,2012,MZ → MW
MZ,BR,MOZ,BRA,1,,,,1999,1999,1999,MZ → BR
MY,ZA,MYS,ZAF,1,2009,2009,2009,2004,2004,2004,MY → ZA
MY,TH,MYS,THA,1,,,,1999,1999,1999,MY → TH
MY,SO,MYS,SOM,1,,,,2008,2008,2008,MY → SO
MY,SD,MYS,SDN,1,2013,2013,2013,2008,2008,2008,MY → SD
MY,PT,MYS,PRT,1,2013,2013,2013,2009,2009,2009,MY → PT
CY,AT,CYP,AUT,1,2016,2016,2016,2007,2007,2007,CY → AT
NG,CN,NGA,CHN,1,2016,2016,2016,2001,2001,2001,NG → CN
NG,CH,NGA,CHE,1,2016,2016,2016,2002,2002,2002,NG → CH
LY,ZA,LBY,ZAF,1,,,,2000,2000,2000,LY → ZA
LY,SE,LBY,SWE,1,2011,2011,2011,2002,2002,2002,LY → SE
LY,QA,LBY,QAT,1,2013,2013,2013,1991,1991,1991,LY → QA
LY,PT,LBY,PRT,1,2016,2016,2016,1991,1991,1991,LY → PT
LY,IT,LBY,ITA,1,2013,2013,2013,1996,1996,1996,LY → IT
LY,IQ,LBY,IRQ,1,,,,1998,1998,1998,LY → IQ
LY,IE,LBY,IRL,1,2016,2016,2016,2000,2000,2000,LY → IE
LY,CN,LBY,CHN,1,,,,1988,1988,1988,LY → CN
LY,AE,LBY,ARE,1,,,,1974,1974,1974,LY → AE
LV,UA,LVA,UKR,1,2016,2016,2016,1985,1985,1985,LV → UA
LV,SA,LVA,SAU,1,1999,1999,1999,1992,1992,1992,LV → SA
LV,NL,LVA,NLD,1,,,,2011,2011,2011,LV → NL
DE,VE,DEU,VEN,1,2009,2009,2009,1995,1995,1995,DE → VE
NG,HU,NGA,HUN,1,,,,2009,2009,2009,NG → HU
NG,GY,NGA,GUY,1,2016,2016,2016,1988,1988,1988,NG → GY
NG,FR,NGA,FRA,1,2016,2016,2016,2003,2003,2003,NG → FR
NG,EE,NGA,EST,1,2016,2016,2016,1998,1998,1998,NG → EE
NG,DK,NGA,DNK,1,2015,2015,2015,1997,1997,1997,NG → DK
NG,CW,NGA,CUW,1,,,,2007,2007,2007,NG → CW
CY,SE,CYP,SWE,1,2016,2016,2016,2003,2003,2003,CY → SE
CY,MY,CYP,MYS,1,2014,2014,2014,1988,1988,1988,CY → MY
CY,IT,CYP,ITA,1,,,,2009,2009,2009,CY → IT
CY,ES,CYP,ESP,1,2011,2011,2011,1999,1999,1999,CY → ES
CY,EE,CYP,EST,1,2016,2016,2016,2012,2012,2012,CY → EE
CY,DK,CYP,DNK,1,,,,2006,2006,2006,CY → DK
CY,DE,CYP,DEU,1,,,,2005,2005,2005,CY → DE
CY,CZ,CYP,CZE,1,2013,2013,2013,2009,2009,2009,CY → CZ
CY,CN,CYP,CHN,1,2016,2016,2016,2001,2001,2001,CY → CN
CY,BA,CYP,BIH,1,,,,2002,2002,2002,CY → BA
NI,NO,NIC,NOR,1,2015,2015,2015,2000,2000,2000,NI → NO
NI,EC,NIC,ECU,1,2012,2012,2012,1999,1999,1999,NI → EC
NI,CL,NIC,CHL,1,2015,2015,2015,1989,1989,1989,NI → CL
NI,BZ,NIC,BLZ,1,,,,1987,1987,1987,NI → BZ
NG,UG,NGA,UGA,1,,,,1989,1989,1989,NG → UG
NG,RW,NGA,RWA,1,,,,1985,1985,1985,NG → RW
NG,RU,NGA,RUS,1,2016,2016,2016,2005,2005,2005,NG → RU
NG,PT,NGA,PRT,1,,,,2006,2006,2006,NG → PT
NG,OM,NGA,OMN,1,1980,1980,1980,1976,1976,1976,NG → OM
NG,NO,NGA,NOR,1,2008,2008,2008,1990,1990,1990,NG → NO
NG,MX,NGA,MEX,1,,,,2004,2004,2004,NG → MX
NG,MU,NGA,MUS,1,1985,1985,1985,1980,1980,1980,NG → MU
NG,LU,NGA,LUX,1,,,,2001,2001,2001,NG → LU
NG,KW,NGA,KWT,1,,,,1974,1974,1974,NG → KW
NG,JP,NGA,JPN,1,2014,2014,2014,2005,2005,2005,NG → JP
NG,IL,NGA,ISR,1,2016,2016,2016,2004,2004,2004,NG → IL
CU,LU,CUB,LUX,1,2009,2009,2009,1992,1992,1992,CU → LU
CU,JP,CUB,JPN,1,2015,2015,2015,2002,2002,2002,CU → JP
NI,TW,NIC,TWN,1,,,,2005,2005,2005,NI → TW
DE,UG,DEU,UGA,1,2005,2005,2005,1996,1996,1996,DE → UG
DE,TZ,DEU,TZA,1,2013,2013,2013,2010,2010,2010,DE → TZ
DE,TN,DEU,TUN,1,,,,2004,2004,2004,DE → TN
DE,SV,DEU,SLV,1,2013,2013,2013,2008,2008,2008,DE → SV
DE,SN,DEU,SEN,1,2006,2006,2006,1986,1986,1986,DE → SN
DE,SI,DEU,SVN,1,2007,2007,2007,2003,2003,2003,DE → SI
LV,LT,LVA,LTU,1,2013,2013,2013,2003,2003,2003,LV → LT
LV,JP,LVA,JPN,1,2016,2016,2016,2005,2005,2005,LV → JP
LV,FR,LVA,FRA,1,2015,2015,2015,2004,2004,2004,LV → FR
LV,EE,LVA,EST,1,,,,1998,1998,1998,LV → EE
LV,DK,LVA,DNK,1,,,,2006,2006,2006,LV → DK
LV,CZ,LVA,CZE,1,2016,2016,2016,2008,2008,2008,LV → CZ
NI,PE,NIC,PER,1,,,,1991,1991,1991,NI → PE
CU,HT,CUB,HTI,1,,,,1999,1999,1999,CU → HT
CU,HN,CUB,HND,1,2001,2001,2001,1996,1996,1996,CU → HN
CU,GH,CUB,GHA,1,,,,2000,2000,2000,CU → GH
CU,ET,CUB,ETH,1,2013,2013,2013,1986,1986,1986,CU → ET
CU,CR,CUB,CRI,1,2010,2010,2010,1985,1985,1985,CU → CR
CU,CN,CUB,CHN,1,2016,2016,2016,1998,1998,1998,CU → CN
NL,CI,NLD,CIV,1,2005,2005,2005,2000,2000,2000,NL → CI
NL,CD,NLD,COD,1,2012,2012,2012,2007,2007,2007,NL → CD
NL,BO,NLD,BOL,1,,,,1997,1997,1997,NL → BO
NL,BJ,NLD,BEN,1,2010,2010,2010,2002,2002,2002,NL → BJ
NL,BA,NLD,BIH,1,2006,2006,2006,2001,2001,2001,NL → BA
CU,VE,CUB,VEN,1,,,,2002,2002,2002,CU → VE
CU,SR,CUB,SUR,1,2016,2016,2016,1983,1983,1983,CU → SR
CU,QA,CUB,QAT,1,,,,1981,1981,1981,CU → QA
CU,PA,CUB,PAN,1,,,,2000,2000,2000,CU → PA
CU,NO,CUB,NOR,1,2016,2016,2016,1998,1998,1998,CU → NO
NL,FJ,NLD,FJI,1,2007,2007,2007,2003,2003,2003,NL → FJ
NL,EC,NLD,ECU,1,2007,2007,2007,2000,2000,2000,NL → EC
NL,DZ,NLD,DZA,1,2008,2008,2008,2000,2000,2000,NL → DZ
LV,CH,LVA,CHE,1,2011,2011,2011,2003,2003,2003,LV → CH
LV,BR,LVA,BRA,1,2012,2012,2012,2002,2002,2002,LV → BR
LU,PT,LUX,PRT,1,,,,1989,1989,1989,LU → PT
LU,NL,LUX,NLD,1,1988,1988,1988,1970,1970,1970,LU → NL
LU,MX,LUX,MEX,1,,,,2007,2007,2007,LU → MX
LU,GB,LUX,GBR,1,,,,2010,2010,2010,LU → GB
LU,DE,LUX,DEU,1,,,,2005,2005,2005,LU → DE
LU,AT,LUX,AUT,1,,,,2008,2008,2008,LU → AT
LT,SA,LTU,SAU,1,2002,2002,2002,1992,1992,1992,LT → SA
LT,NL,LTU,NLD,1,,,,2005,2005,2005,LT → NL
LT,LU,LTU,LUX,1,1985,1985,1985,1980,1980,1980,LT → LU
LT,IT,LTU,ITA,1,2012,2012,2012,2002,2002,2002,LT → IT
LT,ES,LTU,ESP,1,2016,2016,2016,1998,1998,1998,LT → ES
NL,NI,NLD,NIC,1,2016,2016,2016,1993,1993,1993,NL → NI
NL,MT,NLD,MLT,1,,,,2003,2003,2003,NL → MT
NL,MC,NLD,MCO,1,2015,2015,2015,2002,2002,2002,NL → MC
NL,KR,NLD,KOR,1,,,,2007,2007,2007,NL → KR
NL,JO,NLD,JOR,1,2002,2002,2002,2004,2004,2004,NL → JO
CU,BE,CUB,BEL,1,2004,2004,2004,1991,1991,1991,CU → BE
CU,AU,CUB,AUS,1,,,,1995,1995,1995,CU → AU
CU,AT,CUB,AUT,1,2016,2016,2016,2002,2002,2002,CU → AT
CU,AO,CUB,AGO,1,,,,1987,1987,1987,CU → AO
CR,PR,CRI,PRI,1,2016,2016,2016,2001,2001,2001,CR → PR
CR,PA,CRI,PAN,1,2010,2010,2010,1985,1985,1985,CR → PA
CR,NL,CRI,NLD,1,2016,2016,2016,2003,2003,2003,CR → NL
CR,JP,CRI,JPN,1,2011,2011,2011,1991,1991,1991,CR → JP
CR,ID,CRI,IDN,1,,,,2006,2006,2006,CR → ID
CR,GB,CRI,GBR,1,2012,2012,2012,1990,1990,1990,CR → GB
NL,HK,NLD,HKG,1,2016,2016,2016,2010,2010,2010,NL → HK
CR,CN,CRI,CHN,1,,,,2005,2005,2005,CR → CN
CR,CL,CRI,CHL,1,2016,2016,2016,2005,2005,2005,CR → CL
CR,BR,CRI,BRA,1,2016,2016,2016,2000,2000,2000,CR → BR
CR,AU,CRI,AUS,1,2004,2004,2004,1988,1988,1988,CR → AU
CR,AR,CRI,ARG,1,2016,2016,2016,2002,2002,2002,CR → AR
CO,ZA,COL,ZAF,1,2015,2015,2015,2004,2004,2004,CO → ZA
CO,UY,COL,URY,1,2015,2015,2015,2009,2009,2009,CO → UY
CO,TW,COL,TWN,1,2013,2013,2013,1997,1997,1997,CO → TW
NL,SR,NLD,SUR,1,1991,1991,1991,1986,1986,1986,NL → SR
NL,SN,NLD,SEN,1,2006,2006,2006,2001,2001,2001,NL → SN
NL,SI,NLD,SVN,1,,,,1997,1997,1997,NL → SI
NL,QA,NLD,QAT,1,2008,2008,2008,2003,2003,2003,NL → QA
NL,PS,NLD,PSE,1,2010,2010,2010,2004,2004,2004,NL → PS
NL,PH,NLD,PHL,1,,,,2009,2009,2009,NL → PH
NL,PG,NLD,PNG,1,1994,1994,1994,1976,1976,1976,NL → PG
NL,OM,NLD,OMN,1,2012,2012,2012,2008,2008,2008,NL → OM
NL,ZW,NLD,ZWE,1,2011,2011,2011,2007,2007,2007,NL → ZW
NL,ZM,NLD,ZMB,1,,,,1991,1991,1991,NL → ZM
CR,FR,CRI,FRA,1,2016,2016,2016,2006,2006,2006,CR → FR
CR,EC,CRI,ECU,1,2016,2016,2016,1992,1992,1992,CR → EC
DK,EC,DNK,ECU,1,,,,2005,2005,2005,DK → EC
DK,CZ,DNK,CZE,1,,,,2009,2009,2009,DK → CZ
DK,CO,DNK,COL,1,,,,2010,2010,2010,DK → CO
DK,BO,DNK,BOL,1,1998,1998,1998,1994,1994,1994,DK → BO
DK,BN,DNK,BRN,1,,,,2004,2004,2004,DK → BN
DK,BE,DNK,BEL,1,2007,2007,2007,1996,1996,1996,DK → BE
DJ,CN,DJI,CHN,1,,,,2004,2004,2004,DJ → CN
DE,YE,DEU,YEM,1,1999,1999,1999,1990,1990,1990,DE → YE
LT,CZ,LTU,CZE,1,2012,2012,2012,2003,2003,2003,LT → CZ
LT,CL,LTU,CHL,1,,,,1999,1999,1999,LT → CL
LT,BE,LTU,BEL,1,2016,2016,2016,2007,2007,2007,LT → BE
LS,GB,LSO,GBR,1,,,,1990,1990,1990,LS → GB
LR,SL,LBR,SLE,1,,,,2004,2004,2004,LR → SL
LR,FR,LBR,FRA,1,,,,2007,2007,2007,LR → FR
LR,CN,LBR,CHN,1,2014,2014,2014,2002,2002,2002,LR → CN
LK,TW,LKA,TWN,1,2016,2016,2016,2006,2006,2006,LK → TW
LK,SA,LKA,SAU,1,2005,2005,2005,1983,1983,1983,LK → SA
LK,QA,LKA,QAT,1,,,,2005,2005,2005,LK → QA
LK,NO,LKA,NOR,1,,,,2005,2005,2005,LK → NO
LK,NL,LKA,NLD,1,,,,2001,2001,2001,LK → NL
LK,IT,LKA,ITA,1,2016,2016,2016,2003,2003,2003,LK → IT
LK,IE,LKA,IRL,1,2009,2009,2009,1994,1994,1994,LK → IE
LK,ID,LKA,IDN,1,,,,2004,2004,2004,LK → ID
LK,HK,LKA,HKG,1,2016,2016,2016,2006,2006,2006,LK → HK
NO,BW,NOR,BWA,1,2005,2005,2005,2001,2001,2001,NO → BW
NO,BN,NOR,BRN,1,2008,2008,2008,1998,1998,1998,NO → BN
NO,BE,NOR,BEL,1,2013,2013,2013,2009,2009,2009,NO → BE
NO,BD,NOR,BGD,1,,,,1982,1982,1982,NO → BD
CO,IE,COL,IRL,1,2014,2014,2014,2004,2004,2004,CO → IE
NO,RU,NOR,RUS,1,2008,2008,2008,2000,2000,2000,NO → RU
NO,PT,NOR,PRT,1,2002,2002,2002,1988,1988,1988,NO → PT
NO,PK,NOR,PAK,1,2012,2012,2012,2008,2008,2008,NO → PK
