iso3,IndicatorCode,Year,Value,IndicatorName
ARB,SP.POP.TOTL,1960,92495902.0,Población total
CSS,NY.GDP.PCAP.CD,1960,457.46471203794,PIB per cápita (USD)
CSS,SP.POP.TOTL,1960,4190810.0,Población total
CEB,SP.POP.TOTL,1960,91401583.0,Población total
EAS,NY.GDP.PCAP.CD,1960,146.814137996928,PIB per cápita (USD)
EAS,SP.POP.TOTL,1960,1042475394.0,Población total
EAP,NY.GDP.PCAP.CD,1960,89.3196387483802,PIB per cápita (USD)
EAP,SP.POP.TOTL,1960,896492991.0,Población total
EMU,NY.GDP.PCAP.CD,1960,924.571392984188,PIB per cápita (USD)
EMU,SP.POP.TOTL,1960,265396501.0,Población total
ECS,NY.GDP.PCAP.CD,1960,648.223440928709,PIB per cápita (USD)
ECS,SP.POP.TOTL,1960,667489033.0,Población total
ECA,SP.POP.TOTL,1960,155317369.0,Población total
EUU,NY.GDP.PCAP.CD,1960,876.477907011713,PIB per cápita (USD)
EUU,SP.POP.TOTL,1960,409498462.0,Población total
FCS,SP.POP.TOTL,1960,120354582.0,Población total
HPC,NY.GDP.PCAP.CD,1960,107.416655123255,PIB per cápita (USD)
HPC,SP.POP.TOTL,1960,162491185.0,Población total
HIC,NY.GDP.PCAP.CD,1960,1240.38595530118,PIB per cápita (USD)
HIC,SP.POP.TOTL,1960,907597507.0,Población total
NOC,SP.POP.TOTL,1960,186676748.0,Población total
OEC,NY.GDP.PCAP.CD,1960,1448.14247866687,PIB per cápita (USD)
OEC,SP.POP.TOTL,1960,720920759.0,Población total
LCN,NY.GDP.PCAP.CD,1960,367.8116426983101,PIB per cápita (USD)
LCN,SP.POP.TOTL,1960,220564224.0,Población total
LAC,NY.GDP.PCAP.CD,1960,246.085732436959,PIB per cápita (USD)
LAC,SP.POP.TOTL,1960,177682238.0,Población total
LDC,SP.POP.TOTL,1960,241072814.0,Población total
LMY,NY.GDP.PCAP.CD,1960,111.867976863414,PIB per cápita (USD)
LMY,SP.POP.TOTL,1960,2127373057.0,Población total
LIC,SP.POP.TOTL,1960,157188433.0,Población total
LMC,NY.GDP.PCAP.CD,1960,97.9808321919583,PIB per cápita (USD)
LMC,SP.POP.TOTL,1960,942911642.0,Población total
MEA,SP.POP.TOTL,1960,105512645.0,Población total
MNA,SP.POP.TOTL,1960,97869415.0,Población total
MIC,NY.GDP.PCAP.CD,1960,114.302844456299,PIB per cápita (USD)
MIC,SP.POP.TOTL,1960,1970184624.0,Población total
NAC,NY.GDP.PCAP.CD,1960,2942.62886994413,PIB per cápita (USD)
NAC,SP.POP.TOTL,1960,198624409.0,Población total
OED,NY.GDP.PCAP.CD,1960,1361.93278682331,PIB per cápita (USD)
OED,SP.POP.TOTL,1960,786648153.0,Población total
OSS,SP.POP.TOTL,1960,6590560.0,Población total
PSS,SP.POP.TOTL,1960,861378.0,Población total
SST,SP.POP.TOTL,1960,11642748.0,Población total
SAS,NY.GDP.PCAP.CD,1960,83.36673868222441,PIB per cápita (USD)
SAS,SP.POP.TOTL,1960,572036107.0,Población total
SSF,NY.GDP.PCAP.CD,1960,129.663074735572,PIB per cápita (USD)
SSF,SP.POP.TOTL,1960,228268752.0,Población total
SSA,NY.GDP.PCAP.CD,1960,129.818502264119,PIB per cápita (USD)
SSA,SP.POP.TOTL,1960,227974937.0,Población total
UMC,NY.GDP.PCAP.CD,1960,131.622503588371,PIB per cápita (USD)
UMC,SP.POP.TOTL,1960,1027272982.0,Población total
WLD,NY.GDP.PCAP.CD,1960,450.289471660756,PIB per cápita (USD)
WLD,SP.POP.TOTL,1960,3034970564.0,Población total
AFG,NY.GDP.PCAP.CD,1960,59.787680707172605,PIB per cápita (USD)
AFG,SP.POP.TOTL,1960,8994793.0,Población total
ALB,SP.POP.TOTL,1960,1608800.0,Población total
DZA,NY.GDP.PCAP.CD,1960,244.82373534345,PIB per cápita (USD)
DZA,SP.POP.TOTL,1960,11124892.0,Población total
ASM,SP.POP.TOTL,1960,20012.0,Población total
ADO,SP.POP.TOTL,1960,13414.0,Población total
AGO,SP.POP.TOTL,1960,5270844.0,Población total
ATG,SP.POP.TOTL,1960,54681.0,Población total
ARG,SP.POP.TOTL,1960,20619075.0,Población total
ARM,SP.POP.TOTL,1960,1867396.0,Población total
ABW,SP.POP.TOTL,1960,54208.0,Población total
AUS,NY.GDP.PCAP.CD,1960,1806.80487639292,PIB per cápita (USD)
AUS,SP.POP.TOTL,1960,10276477.0,Población total
AUT,NY.GDP.PCAP.CD,1960,935.460426850415,PIB per cápita (USD)
AUT,SP.POP.TOTL,1960,7047539.0,Población total
AZE,SP.POP.TOTL,1960,3897889.0,Población total
BHS,NY.GDP.PCAP.CD,1960,1550.3374336237198,PIB per cápita (USD)
BHS,SP.POP.TOTL,1960,109526.0,Población total
BHR,SP.POP.TOTL,1960,162501.0,Población total
BGD,NY.GDP.PCAP.CD,1960,88.689453391453,PIB per cápita (USD)
BGD,SP.POP.TOTL,1960,48200702.0,Población total
BRB,SP.POP.TOTL,1960,230934.0,Población total
BLR,SP.POP.TOTL,1960,8198000.0,Población total
BEL,NY.GDP.PCAP.CD,1960,1273.69165910289,PIB per cápita (USD)
BEL,SP.POP.TOTL,1960,9153489.0,Población total
BLZ,NY.GDP.PCAP.CD,1960,304.910281357897,PIB per cápita (USD)
BLZ,SP.POP.TOTL,1960,92068.0,Población total
BEN,NY.GDP.PCAP.CD,1960,93.0225849709273,PIB per cápita (USD)
BEN,SP.POP.TOTL,1960,2431620.0,Población total
BMU,NY.GDP.PCAP.CD,1960,1902.4021189224,PIB per cápita (USD)
BMU,SP.POP.TOTL,1960,44400.0,Población total
BTN,SP.POP.TOTL,1960,224108.0,Población total
BOL,NY.GDP.PCAP.CD,1960,152.46176324546698,PIB per cápita (USD)
BOL,SP.POP.TOTL,1960,3693451.0,Población total
BIH,SP.POP.TOTL,1960,3214520.0,Población total
BWA,NY.GDP.PCAP.CD,1960,58.03384675052239,PIB per cápita (USD)
BWA,SP.POP.TOTL,1960,524029.0,Población total
BRA,NY.GDP.PCAP.CD,1960,209.19878514105704,PIB per cápita (USD)
BRA,SP.POP.TOTL,1960,72493585.0,Población total
BRN,SP.POP.TOTL,1960,81825.0,Población total
BGR,SP.POP.TOTL,1960,7867374.0,Población total
BFA,NY.GDP.PCAP.CD,1960,68.4247056730124,PIB per cápita (USD)
BFA,SP.POP.TOTL,1960,4829291.0,Población total
BDI,NY.GDP.PCAP.CD,1960,70.33307377078589,PIB per cápita (USD)
BDI,SP.POP.TOTL,1960,2786740.0,Población total
CPV,SP.POP.TOTL,1960,202316.0,Población total
KHM,NY.GDP.PCAP.CD,1960,111.342479726807,PIB per cápita (USD)
KHM,SP.POP.TOTL,1960,5722370.0,Población total
CMR,NY.GDP.PCAP.CD,1960,115.407313460354,PIB per cápita (USD)
CMR,SP.POP.TOTL,1960,5361367.0,Población total
CAN,NY.GDP.PCAP.CD,1960,2294.56881421577,PIB per cápita (USD)
CAN,SP.POP.TOTL,1960,17909009.0,Población total
CYM,SP.POP.TOTL,1960,7867.0,Población total
CAF,NY.GDP.PCAP.CD,1960,74.5962911297981,PIB per cápita (USD)
CAF,SP.POP.TOTL,1960,1503501.0,Población total
TCD,NY.GDP.PCAP.CD,1960,104.437202886472,PIB per cápita (USD)
TCD,SP.POP.TOTL,1960,3002596.0,Población total
CHI,SP.POP.TOTL,1960,109419.0,Población total
CHL,NY.GDP.PCAP.CD,1960,547.285026578366,PIB per cápita (USD)
CHL,SP.POP.TOTL,1960,7695692.0,Población total
CHN,NY.GDP.PCAP.CD,1960,88.722497622435,PIB per cápita (USD)
CHN,SP.POP.TOTL,1960,667070000.0,Población total
COL,NY.GDP.PCAP.CD,1960,245.19746049265203,PIB per cápita (USD)
COL,SP.POP.TOTL,1960,16480384.0,Población total
COM,SP.POP.TOTL,1960,188732.0,Población total
ZAR,NY.GDP.PCAP.CD,1960,220.314135299101,PIB per cápita (USD)
ZAR,SP.POP.TOTL,1960,15248246.0,Población total
COG,NY.GDP.PCAP.CD,1960,129.966783679841,PIB per cápita (USD)
COG,SP.POP.TOTL,1960,1013581.0,Población total
CRI,NY.GDP.PCAP.CD,1960,380.720647233651,PIB per cápita (USD)
CRI,SP.POP.TOTL,1960,1333042.0,Población total
CIV,NY.GDP.PCAP.CD,1960,157.19336512971,PIB per cápita (USD)
CIV,SP.POP.TOTL,1960,3474724.0,Población total
HRV,SP.POP.TOTL,1960,4140000.0,Población total
CUB,SP.POP.TOTL,1960,7141129.0,Población total
CUW,SP.POP.TOTL,1960,124826.0,Población total
CYP,SP.POP.TOTL,1960,572929.0,Población total
CZE,SP.POP.TOTL,1960,9602006.0,Población total
DNK,NY.GDP.PCAP.CD,1960,1364.51716017255,PIB per cápita (USD)
DNK,SP.POP.TOTL,1960,4579603.0,Población total
DJI,SP.POP.TOTL,1960,83636.0,Población total
DMA,SP.POP.TOTL,1960,60016.0,Población total
DOM,NY.GDP.PCAP.CD,1960,204.126211013288,PIB per cápita (USD)
DOM,SP.POP.TOTL,1960,3294039.0,Población total
ECU,NY.GDP.PCAP.CD,1960,222.266960557926,PIB per cápita (USD)
ECU,SP.POP.TOTL,1960,4545548.0,Población total
EGY,SP.POP.TOTL,1960,27072397.0,Población total
SLV,SP.POP.TOTL,1960,2762897.0,Población total
GNQ,SP.POP.TOTL,1960,252115.0,Población total
ERI,SP.POP.TOTL,1960,1407631.0,Población total
EST,SP.POP.TOTL,1960,1211537.0,Población total
ETH,SP.POP.TOTL,1960,22151218.0,Población total
FRO,SP.POP.TOTL,1960,34266.0,Población total
FJI,NY.GDP.PCAP.CD,1960,285.559793882226,PIB per cápita (USD)
FJI,SP.POP.TOTL,1960,393383.0,Población total
FIN,NY.GDP.PCAP.CD,1960,1179.35301099994,PIB per cápita (USD)
FIN,SP.POP.TOTL,1960,4429634.0,Población total
FRA,NY.GDP.PCAP.CD,1960,1338.29960630568,PIB per cápita (USD)
FRA,SP.POP.TOTL,1960,46814237.0,Población total
PYF,SP.POP.TOTL,1960,78083.0,Población total
GAB,NY.GDP.PCAP.CD,1960,283.397626089531,PIB per cápita (USD)
GAB,SP.POP.TOTL,1960,499189.0,Población total
GMB,SP.POP.TOTL,1960,367929.0,Población total
GEO,SP.POP.TOTL,1960,3645600.0,Población total
DEU,SP.POP.TOTL,1960,72814900.0,Población total
GHA,NY.GDP.PCAP.CD,1960,182.979246224725,PIB per cápita (USD)
GHA,SP.POP.TOTL,1960,6652285.0,Población total
GRC,NY.GDP.PCAP.CD,1960,533.686381232649,PIB per cápita (USD)
GRC,SP.POP.TOTL,1960,8331725.0,Población total
GRL,SP.POP.TOTL,1960,32500.0,Población total
GRD,SP.POP.TOTL,1960,89861.0,Población total
GUM,SP.POP.TOTL,1960,66741.0,Población total
GTM,NY.GDP.PCAP.CD,1960,252.83730925451,PIB per cápita (USD)
GTM,SP.POP.TOTL,1960,4127555.0,Población total
GIN,SP.POP.TOTL,1960,3577413.0,Población total
GNB,SP.POP.TOTL,1960,616407.0,Población total
GUY,NY.GDP.PCAP.CD,1960,301.683094344469,PIB per cápita (USD)
GUY,SP.POP.TOTL,1960,564222.0,Población total
HTI,SP.POP.TOTL,1960,3866160.0,Población total
HND,NY.GDP.PCAP.CD,1960,167.629460234636,PIB per cápita (USD)
HND,SP.POP.TOTL,1960,2002333.0,Población total
HKG,NY.GDP.PCAP.CD,1960,429.443883314054,PIB per cápita (USD)
HKG,SP.POP.TOTL,1960,3075605.0,Población total
HUN,SP.POP.TOTL,1960,9983967.0,Población total
ISL,NY.GDP.PCAP.CD,1960,1414.98226940621,PIB per cápita (USD)
ISL,SP.POP.TOTL,1960,175574.0,Población total
IND,NY.GDP.PCAP.CD,1960,83.7946836721907,PIB per cápita (USD)
IND,SP.POP.TOTL,1960,449661874.0,Población total
IDN,SP.POP.TOTL,1960,87792512.0,Población total
IRN,NY.GDP.PCAP.CD,1960,191.68085998016105,PIB per cápita (USD)
IRN,SP.POP.TOTL,1960,21906905.0,Población total
IRQ,NY.GDP.PCAP.CD,1960,230.997855658414,PIB per cápita (USD)
IRQ,SP.POP.TOTL,1960,7289759.0,Población total
IRL,NY.GDP.PCAP.CD,1960,685.61471237976,PIB per cápita (USD)
IRL,SP.POP.TOTL,1960,2828600.0,Población total
IMY,SP.POP.TOTL,1960,48441.0,Población total
ISR,NY.GDP.PCAP.CD,1960,1365.74969889232,PIB per cápita (USD)
ISR,SP.POP.TOTL,1960,2114020.0,Población total
ITA,NY.GDP.PCAP.CD,1960,804.492623346178,PIB per cápita (USD)
ITA,SP.POP.TOTL,1960,50199700.0,Población total
JAM,NY.GDP.PCAP.CD,1960,429.13631939207,PIB per cápita (USD)
JAM,SP.POP.TOTL,1960,1629003.0,Población total
JPN,NY.GDP.PCAP.CD,1960,478.995340162869,PIB per cápita (USD)
JPN,SP.POP.TOTL,1960,92500572.0,Población total
JOR,SP.POP.TOTL,1960,844000.0,Población total
KAZ,SP.POP.TOTL,1960,9714260.0,Población total
KEN,NY.GDP.PCAP.CD,1960,97.62153057863952,PIB per cápita (USD)
KEN,SP.POP.TOTL,1960,8105440.0,Población total
KIR,SP.POP.TOTL,1960,41234.0,Población total
PRK,SP.POP.TOTL,1960,11424179.0,Población total
KOR,NY.GDP.PCAP.CD,1960,155.59694766176,PIB per cápita (USD)
KOR,SP.POP.TOTL,1960,25012374.0,Población total
KSV,SP.POP.TOTL,1960,947000.0,Población total
KWT,SP.POP.TOTL,1960,261962.0,Población total
KGZ,SP.POP.TOTL,1960,2172300.0,Población total
LAO,SP.POP.TOTL,1960,2119944.0,Población total
LVA,SP.POP.TOTL,1960,2120979.0,Población total
LBN,SP.POP.TOTL,1960,1804927.0,Población total
LSO,NY.GDP.PCAP.CD,1960,40.6148682210698,PIB per cápita (USD)
LSO,SP.POP.TOTL,1960,851412.0,Población total
LBR,NY.GDP.PCAP.CD,1960,170.037685863071,PIB per cápita (USD)
LBR,SP.POP.TOTL,1960,1120314.0,Población total
LBY,SP.POP.TOTL,1960,1434576.0,Población total
LIE,SP.POP.TOTL,1960,16504.0,Población total
LTU,SP.POP.TOTL,1960,2778550.0,Población total
LUX,NY.GDP.PCAP.CD,1960,2242.0158166161,PIB per cápita (USD)
LUX,SP.POP.TOTL,1960,313970.0,Población total
MAC,SP.POP.TOTL,1960,171456.0,Población total
MKD,SP.POP.TOTL,1960,1488664.0,Población total
MDG,NY.GDP.PCAP.CD,1960,131.99308778984,PIB per cápita (USD)
MDG,SP.POP.TOTL,1960,5099371.0,Población total
MWI,NY.GDP.PCAP.CD,1960,45.0339773199284,PIB per cápita (USD)
MWI,SP.POP.TOTL,1960,3618604.0,Población total
MYS,NY.GDP.PCAP.CD,1960,234.802457334292,PIB per cápita (USD)
MYS,SP.POP.TOTL,1960,8160975.0,Población total
MDV,SP.POP.TOTL,1960,89875.0,Población total
MLI,SP.POP.TOTL,1960,5263730.0,Población total
MLT,SP.POP.TOTL,1960,326550.0,Población total
MHL,SP.POP.TOTL,1960,14665.0,Población total
MRT,NY.GDP.PCAP.CD,1960,107.91477526747,PIB per cápita (USD)
MRT,SP.POP.TOTL,1960,858170.0,Población total
MUS,SP.POP.TOTL,1960,659351.0,Población total
MEX,NY.GDP.PCAP.CD,1960,342.016187342239,PIB per cápita (USD)
MEX,SP.POP.TOTL,1960,38174114.0,Población total
FSM,SP.POP.TOTL,1960,44539.0,Población total
MDA,SP.POP.TOTL,1960,2544000.0,Población total
MCO,SP.POP.TOTL,1960,22454.0,Población total
MNG,SP.POP.TOTL,1960,955514.0,Población total
MNE,SP.POP.TOTL,1960,474203.0,Población total
MAR,NY.GDP.PCAP.CD,1960,164.801113754485,PIB per cápita (USD)
MAR,SP.POP.TOTL,1960,12328534.0,Población total
MOZ,SP.POP.TOTL,1960,7493278.0,Población total
MMR,SP.POP.TOTL,1960,21486424.0,Población total
NAM,SP.POP.TOTL,1960,602545.0,Población total
NPL,NY.GDP.PCAP.CD,1960,50.5456097020259,PIB per cápita (USD)
NPL,SP.POP.TOTL,1960,10056945.0,Población total
NLD,NY.GDP.PCAP.CD,1960,1068.78458723735,PIB per cápita (USD)
NLD,SP.POP.TOTL,1960,11486631.0,Población total
NCL,SP.POP.TOTL,1960,79000.0,Población total
NZL,NY.GDP.PCAP.CD,1960,2312.94999239859,PIB per cápita (USD)
NZL,SP.POP.TOTL,1960,2371800.0,Población total
NIC,NY.GDP.PCAP.CD,1960,128.035067494116,PIB per cápita (USD)
NIC,SP.POP.TOTL,1960,1774696.0,Población total
NER,NY.GDP.PCAP.CD,1960,132.400236735014,PIB per cápita (USD)
NER,SP.POP.TOTL,1960,3395212.0,Población total
NGA,NY.GDP.PCAP.CD,1960,92.8118675253452,PIB per cápita (USD)
NGA,SP.POP.TOTL,1960,45211614.0,Población total
MNP,SP.POP.TOTL,1960,10070.0,Población total
NOR,NY.GDP.PCAP.CD,1960,1441.75566002633,PIB per cápita (USD)
NOR,SP.POP.TOTL,1960,3581239.0,Población total
OMN,SP.POP.TOTL,1960,551737.0,Población total
PAK,NY.GDP.PCAP.CD,1960,82.5407801544963,PIB per cápita (USD)
PAK,SP.POP.TOTL,1960,44911810.0,Población total
PLW,SP.POP.TOTL,1960,9638.0,Población total
PAN,NY.GDP.PCAP.CD,1960,367.014938336552,PIB per cápita (USD)
PAN,SP.POP.TOTL,1960,1132924.0,Población total
PNG,NY.GDP.PCAP.CD,1960,117.184073150924,PIB per cápita (USD)
PNG,SP.POP.TOTL,1960,1966957.0,Población total
PRY,SP.POP.TOTL,1960,1902871.0,Población total
PER,NY.GDP.PCAP.CD,1960,248.84001119156105,PIB per cápita (USD)
PER,SP.POP.TOTL,1960,10061519.0,Población total
PHL,NY.GDP.PCAP.CD,1960,254.431532939444,PIB per cápita (USD)
PHL,SP.POP.TOTL,1960,26273023.0,Población total
POL,SP.POP.TOTL,1960,29637450.0,Población total
PRT,NY.GDP.PCAP.CD,1960,360.499298506858,PIB per cápita (USD)
PRT,SP.POP.TOTL,1960,8857716.0,Población total
PRI,NY.GDP.PCAP.CD,1960,717.514843087362,PIB per cápita (USD)
PRI,SP.POP.TOTL,1960,2358000.0,Población total
QAT,SP.POP.TOTL,1960,47309.0,Población total
ROM,SP.POP.TOTL,1960,18406905.0,Población total
RUS,SP.POP.TOTL,1960,119897000.0,Población total
RWA,NY.GDP.PCAP.CD,1960,40.56693615345071,PIB per cápita (USD)
RWA,SP.POP.TOTL,1960,2933424.0,Población total
WSM,SP.POP.TOTL,1960,108645.0,Población total
SMR,SP.POP.TOTL,1960,15393.0,Población total
STP,SP.POP.TOTL,1960,64255.0,Población total
SAU,SP.POP.TOTL,1960,4086539.0,Población total
SEN,NY.GDP.PCAP.CD,1960,249.507390206252,PIB per cápita (USD)
SEN,SP.POP.TOTL,1960,3177560.0,Población total
SYC,NY.GDP.PCAP.CD,1960,288.058159419365,PIB per cápita (USD)
SYC,SP.POP.TOTL,1960,41700.0,Población total
SLE,NY.GDP.PCAP.CD,1960,147.59560158502,PIB per cápita (USD)
SLE,SP.POP.TOTL,1960,2181701.0,Población total
SGP,NY.GDP.PCAP.CD,1960,427.874822124962,PIB per cápita (USD)
SGP,SP.POP.TOTL,1960,1646400.0,Población total
SVK,SP.POP.TOTL,1960,4068095.0,Población total
SVN,SP.POP.TOTL,1960,1584720.0,Población total
SLB,SP.POP.TOTL,1960,117869.0,Población total
SOM,SP.POP.TOTL,1960,2756380.0,Población total
ZAF,NY.GDP.PCAP.CD,1960,423.272045162629,PIB per cápita (USD)
ZAF,SP.POP.TOTL,1960,17396000.0,Población total
SSD,SP.POP.TOTL,1960,2955044.0,Población total
ESP,NY.GDP.PCAP.CD,1960,396.392253337614,PIB per cápita (USD)
ESP,SP.POP.TOTL,1960,30455000.0,Población total
LKA,NY.GDP.PCAP.CD,1960,143.454924916612,PIB per cápita (USD)
LKA,SP.POP.TOTL,1960,9896000.0,Población total
KNA,NY.GDP.PCAP.CD,1960,241.55000458777,PIB per cápita (USD)
KNA,SP.POP.TOTL,1960,51197.0,Población total
LCA,SP.POP.TOTL,1960,89901.0,Población total
MAF,SP.POP.TOTL,1960,4279.0,Población total
VCT,NY.GDP.PCAP.CD,1960,161.420094697011,PIB per cápita (USD)
VCT,SP.POP.TOTL,1960,80948.0,Población total
SDN,NY.GDP.PCAP.CD,1960,107.451925254086,PIB per cápita (USD)
SDN,SP.POP.TOTL,1960,7527450.0,Población total
SUR,NY.GDP.PCAP.CD,1960,323.651938807885,PIB per cápita (USD)
SUR,SP.POP.TOTL,1960,289972.0,Población total
SWZ,NY.GDP.PCAP.CD,1960,100.439666306713,PIB per cápita (USD)
SWZ,SP.POP.TOTL,1960,349233.0,Población total
SWE,NY.GDP.PCAP.CD,1960,1983.1065440309696,PIB per cápita (USD)
SWE,SP.POP.TOTL,1960,7484656.0,Población total
CHE,NY.GDP.PCAP.CD,1960,1787.36034770201,PIB per cápita (USD)
CHE,SP.POP.TOTL,1960,5327827.0,Población total
SYR,NY.GDP.PCAP.CD,1960,186.750724384506,PIB per cápita (USD)
SYR,SP.POP.TOTL,1960,4592777.0,Población total
TJK,SP.POP.TOTL,1960,2064035.0,Población total
TZA,SP.POP.TOTL,1960,10074490.0,Población total
THA,NY.GDP.PCAP.CD,1960,100.767711236574,PIB per cápita (USD)
THA,SP.POP.TOTL,1960,27397178.0,Población total
TMP,SP.POP.TOTL,1960,499525.0,Población total
TGO,NY.GDP.PCAP.CD,1960,76.6384537319359,PIB per cápita (USD)
TGO,SP.POP.TOTL,1960,1580513.0,Población total
TON,SP.POP.TOTL,1960,61600.0,Población total
TTO,NY.GDP.PCAP.CD,1960,631.332045535317,PIB per cápita (USD)
TTO,SP.POP.TOTL,1960,848481.0,Población total
TUN,SP.POP.TOTL,1960,4220701.0,Población total
TUR,NY.GDP.PCAP.CD,1960,507.927470613635,PIB per cápita (USD)
TUR,SP.POP.TOTL,1960,27553280.0,Población total
TKM,SP.POP.TOTL,1960,1593501.0,Población total
TCA,SP.POP.TOTL,1960,5724.0,Población total
TUV,SP.POP.TOTL,1960,6104.0,Población total
UGA,NY.GDP.PCAP.CD,1960,62.3353642135113,PIB per cápita (USD)
UGA,SP.POP.TOTL,1960,6788211.0,Población total
UKR,SP.POP.TOTL,1960,42662150.0,Población total
ARE,SP.POP.TOTL,1960,92612.0,Población total
GBR,NY.GDP.PCAP.CD,1960,1380.30624126257,PIB per cápita (USD)
GBR,SP.POP.TOTL,1960,52400000.0,Población total
USA,NY.GDP.PCAP.CD,1960,3007.12344537862,PIB per cápita (USD)
USA,SP.POP.TOTL,1960,180671000.0,Población total
URY,NY.GDP.PCAP.CD,1960,489.350135974915,PIB per cápita (USD)
URY,SP.POP.TOTL,1960,2538651.0,Población total
UZB,SP.POP.TOTL,1960,8789492.0,Población total
VUT,SP.POP.TOTL,1960,63701.0,Población total
VEN,NY.GDP.PCAP.CD,1960,1056.55625811628,PIB per cápita (USD)
VEN,SP.POP.TOTL,1960,8146845.0,Población total
VNM,SP.POP.TOTL,1960,34743000.0,Población total
VIR,NY.GDP.PCAP.CD,1960,756.25,PIB per cápita (USD)
VIR,SP.POP.TOTL,1960,32000.0,Población total
YEM,SP.POP.TOTL,1960,5166311.0,Población total
ZMB,NY.GDP.PCAP.CD,1960,229.126091470648,PIB per cápita (USD)
ZMB,SP.POP.TOTL,1960,3049586.0,Población total
ZWE,NY.GDP.PCAP.CD,1960,280.618592417099,PIB per cápita (USD)
ZWE,SP.POP.TOTL,1960,3752390.0,Población total
ARB,SP.POP.TOTL,1961,95041593.0,Población total
CSS,NY.GDP.PCAP.CD,1961,485.815933949712,PIB per cápita (USD)
CSS,SP.POP.TOTL,1961,4270928.0,Población total
CEB,SP.POP.TOTL,1961,92237118.0,Población total
EAS,NY.GDP.PCAP.CD,1961,146.95635839300502,PIB per cápita (USD)
EAS,SP.POP.TOTL,1961,1045789318.0,Población total
EAP,NY.GDP.PCAP.CD,1961,78.42848646426951,PIB per cápita (USD)
EAP,SP.POP.TOTL,1961,895784704.0,Población total
EMU,NY.GDP.PCAP.CD,1961,1008.47850160478,PIB per cápita (USD)
EMU,SP.POP.TOTL,1961,267825309.0,Población total
ECS,NY.GDP.PCAP.CD,1961,682.160015322782,PIB per cápita (USD)
ECS,SP.POP.TOTL,1961,675181708.0,Población total
ECA,SP.POP.TOTL,1961,158242146.0,Población total
EUU,NY.GDP.PCAP.CD,1961,946.144153246815,PIB per cápita (USD)
EUU,SP.POP.TOTL,1961,413007006.0,Población total
FCS,SP.POP.TOTL,1961,123125186.0,Población total
HPC,NY.GDP.PCAP.CD,1961,107.648396012294,PIB per cápita (USD)
HPC,SP.POP.TOTL,1961,166337526.0,Población total
HIC,NY.GDP.PCAP.CD,1961,1293.5520875753698,PIB per cápita (USD)
HIC,SP.POP.TOTL,1961,920970907.0,Población total
NOC,SP.POP.TOTL,1961,189656817.0,Población total
OEC,NY.GDP.PCAP.CD,1961,1510.0779114921202,PIB per cápita (USD)
OEC,SP.POP.TOTL,1961,731314090.0,Población total
LCN,NY.GDP.PCAP.CD,1961,379.90813148230905,PIB per cápita (USD)
LCN,SP.POP.TOTL,1961,226764342.0,Población total
LAC,NY.GDP.PCAP.CD,1961,251.807541470245,PIB per cápita (USD)
LAC,SP.POP.TOTL,1961,182952027.0,Población total
LDC,SP.POP.TOTL,1961,246733124.0,Población total
LMY,NY.GDP.PCAP.CD,1961,106.138035666973,PIB per cápita (USD)
LMY,SP.POP.TOTL,1961,2155067832.0,Población total
LIC,SP.POP.TOTL,1961,160642778.0,Población total
LMC,NY.GDP.PCAP.CD,1961,102.155939171968,PIB per cápita (USD)
LMC,SP.POP.TOTL,1961,964242763.0,Población total
MEA,SP.POP.TOTL,1961,108392645.0,Población total
MNA,SP.POP.TOTL,1961,100483718.0,Población total
MIC,NY.GDP.PCAP.CD,1961,108.324744633847,PIB per cápita (USD)
MIC,SP.POP.TOTL,1961,1994425054.0,Población total
NAC,NY.GDP.PCAP.CD,1961,2990.76628065986,PIB per cápita (USD)
NAC,SP.POP.TOTL,1961,202007500.0,Población total
OED,NY.GDP.PCAP.CD,1961,1409.50402497324,PIB per cápita (USD)
OED,SP.POP.TOTL,1961,798937506.0,Población total
OSS,SP.POP.TOTL,1961,6721830.0,Población total
PSS,SP.POP.TOTL,1961,889536.0,Población total
SST,SP.POP.TOTL,1961,11882294.0,Población total
SAS,NY.GDP.PCAP.CD,1961,87.0685382329747,PIB per cápita (USD)
SAS,SP.POP.TOTL,1961,584143236.0,Población total
SSF,NY.GDP.PCAP.CD,1961,131.428757699481,PIB per cápita (USD)
SSF,SP.POP.TOTL,1961,233759990.0,Población total
SSA,NY.GDP.PCAP.CD,1961,131.588965657026,PIB per cápita (USD)
SSA,SP.POP.TOTL,1961,233462001.0,Población total
UMC,NY.GDP.PCAP.CD,1961,118.549961287315,PIB per cápita (USD)
UMC,SP.POP.TOTL,1961,1030182291.0,Población total
WLD,NY.GDP.PCAP.CD,1961,462.28527743177,PIB per cápita (USD)
WLD,SP.POP.TOTL,1961,3076038739.0,Población total
AFG,NY.GDP.PCAP.CD,1961,59.890036937240495,PIB per cápita (USD)
AFG,SP.POP.TOTL,1961,9164945.0,Población total
ALB,SP.POP.TOTL,1961,1659800.0,Población total
DZA,NY.GDP.PCAP.CD,1961,213.485047794449,PIB per cápita (USD)
DZA,SP.POP.TOTL,1961,11404859.0,Población total
ASM,SP.POP.TOTL,1961,20478.0,Población total
ADO,SP.POP.TOTL,1961,14376.0,Población total
AGO,SP.POP.TOTL,1961,5367287.0,Población total
ATG,SP.POP.TOTL,1961,55403.0,Población total
ARG,SP.POP.TOTL,1961,20953079.0,Población total
ARM,SP.POP.TOTL,1961,1934239.0,Población total
