iso3,IndicatorCode,Year,Value,IndicatorName
KSV,NY.GDP.PCAP.CD,2005,2190.55207903857,PIB per cápita (USD)
KSV,SP.POP.TOTL,2005,1705780.0,Población total
KWT,NY.GDP.PCAP.CD,2005,35694.3817052274,PIB per cápita (USD)
KWT,SP.POP.TOTL,2005,2263604.0,Población total
KWT,GB.XPD.RSDV.GD.ZS,2005,0.10083,Gasto I+D (% PIB)
KWT,SP.POP.SCIE.RD.P6,2005,169.64098,Investigadores por millón hab.
KGZ,NY.GDP.PCAP.CD,2005,476.551891692624,PIB per cápita (USD)
KGZ,SP.POP.TOTL,2005,5162600.0,Población total
KGZ,GB.XPD.RSDV.GD.ZS,2005,0.19861,Gasto I+D (% PIB)
LAO,NY.GDP.PCAP.CD,2005,476.162405720665,PIB per cápita (USD)
LAO,SP.POP.TOTL,2005,5745012.0,Población total
LVA,NY.GDP.PCAP.CD,2005,7550.14218688097,PIB per cápita (USD)
LVA,SP.POP.TOTL,2005,2238799.0,Población total
LVA,GB.XPD.RSDV.GD.ZS,2005,0.52435,Gasto I+D (% PIB)
LVA,SP.POP.SCIE.RD.P6,2005,1473.36165,Investigadores por millón hab.
LBN,NY.GDP.PCAP.CD,2005,5339.42388043105,PIB per cápita (USD)
LBN,SP.POP.TOTL,2005,3986865.0,Población total
